"date","year","rep","store","paper","paper.type","unit.price","units.sold","total.sale"
"8845",2012-03-02,2012,"Aman","Portland","watercolor","sheet",0.77,4,3.08
"9753",2012-03-02,2012,"Ran","Dublin","drawing","sheet",0.36,10,3.6
"799",2012-03-03,2012,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"900",2012-03-03,2012,"Ran","Dublin","watercolor","sheet",0.77,9,6.93
"1268",2012-03-03,2012,"Mohit","Davenport","watercolor","pad",12.15,2,24.3
"1801",2012-03-03,2012,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"2472",2012-03-03,2012,"Yue","Dublin","watercolor","block",19.34,1,19.34
"2520",2012-03-03,2012,"Arijit","Syracuse","drawing","pads",10.26,2,20.52
"2618",2012-03-03,2012,"Ran","Dublin","watercolor","sheet",0.77,7,5.39
"3799",2012-03-03,2012,"Aman","Portland","drawing","pads",10.26,2,20.52
"7538",2012-03-03,2012,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"8785",2012-03-03,2012,"Mohit","Davenport","drawing","pads",10.26,2,20.52
"8809",2012-03-03,2012,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"86",2012-03-04,2012,"Aman","Portland","watercolor","block",19.34,2,38.68
"899",2012-03-04,2012,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"982",2012-03-04,2012,"Aman","Portland","drawing","roll",20.99,1,20.99
"1165",2012-03-04,2012,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"4849",2012-03-04,2012,"Thomas","Davenport","watercolor","pad",12.15,3,36.45
"5241",2012-03-04,2012,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"6173",2012-03-04,2012,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"6567",2012-03-04,2012,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"6579",2012-03-04,2012,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"7181",2012-03-04,2012,"Ran","Dublin","drawing","pads",10.26,2,20.52
"8560",2012-03-04,2012,"Yue","Dublin","drawing","sheet",0.36,4,1.44
"2920",2012-03-05,2012,"Ruisi","Dublin","watercolor","sheet",0.77,6,4.62
"6203",2012-03-05,2012,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"6296",2012-03-05,2012,"Barakat","Portland","drawing","pads",10.26,2,20.52
"7002",2012-03-05,2012,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"921",2012-03-06,2012,"Barakat","Portland","watercolor","roll",97.99,1,97.99
"1232",2012-03-06,2012,"Yunzhu","Syracuse","watercolor","sheet",0.77,7,5.39
"8800",2012-03-06,2012,"Ruisi","Dublin","watercolor","block",19.34,2,38.68
"9901",2012-03-06,2012,"Mohit","Davenport","drawing","pads",10.26,3,30.78
"555",2012-03-07,2012,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"2844",2012-03-07,2012,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"6825",2012-03-07,2012,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"7897",2012-03-07,2012,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"9883",2012-03-07,2012,"Barakat","Portland","drawing","pads",10.26,1,10.26
"9921",2012-03-07,2012,"Aman","Portland","watercolor","pad",12.15,1,12.15
"361",2012-03-08,2012,"Thomas","Davenport","watercolor","sheet",0.77,4,3.08
"647",2012-03-08,2012,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"4317",2012-03-08,2012,"Yunzhu","Syracuse","watercolor","sheet",0.77,6,4.62
"7675",2012-03-08,2012,"Mohit","Davenport","watercolor","block",19.34,2,38.68
"8590",2012-03-08,2012,"Aman","Portland","watercolor","sheet",0.77,11,8.47
"4563",2012-03-09,2012,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"6843",2012-03-09,2012,"Ruisi","Dublin","drawing","pads",10.26,3,30.78
"8608",2012-03-09,2012,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"9875",2012-03-09,2012,"Thomas","Davenport","watercolor","pad",12.15,1,12.15
"166",2012-03-10,2012,"Mohit","Davenport","drawing","sheet",0.36,8,2.88
"357",2012-03-10,2012,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"430",2012-03-10,2012,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"909",2012-03-10,2012,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"1144",2012-03-10,2012,"Mohit","Davenport","watercolor","sheet",0.77,8,6.16
"2245",2012-03-10,2012,"Barakat","Portland","drawing","journal",24.94,1,24.94
"3284",2012-03-10,2012,"Yue","Dublin","drawing","journal",24.94,1,24.94
"4128",2012-03-10,2012,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"5550",2012-03-10,2012,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"1465",2012-03-11,2012,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"2644",2012-03-11,2012,"Ruisi","Dublin","watercolor","block",19.34,1,19.34
"5250",2012-03-11,2012,"Aman","Portland","watercolor","sheet",0.77,7,5.39
"5273",2012-03-11,2012,"Mohit","Davenport","watercolor","sheet",0.77,9,6.93
"5482",2012-03-11,2012,"Thomas","Davenport","drawing","pads",10.26,3,30.78
"5518",2012-03-11,2012,"Arijit","Syracuse","watercolor","block",19.34,2,38.68
"5653",2012-03-11,2012,"Arijit","Syracuse","drawing","pads",10.26,2,20.52
"8259",2012-03-11,2012,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"8650",2012-03-11,2012,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"9788",2012-03-11,2012,"Mohit","Davenport","drawing","roll",20.99,1,20.99
"526",2012-03-12,2012,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"6840",2012-03-12,2012,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"7370",2012-03-12,2012,"Thomas","Davenport","drawing","roll",20.99,1,20.99
"9174",2012-03-12,2012,"Barakat","Portland","watercolor","sheet",0.77,7,5.39
"665",2012-03-13,2012,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"1483",2012-03-13,2012,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"4559",2012-03-13,2012,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"4584",2012-03-13,2012,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"6024",2012-03-13,2012,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"8379",2012-03-13,2012,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"8533",2012-03-13,2012,"Thomas","Davenport","watercolor","sheet",0.77,9,6.93
"8577",2012-03-13,2012,"Barakat","Portland","watercolor","pad",12.15,2,24.3
"8758",2012-03-13,2012,"Aman","Portland","drawing","pads",10.26,1,10.26
"9256",2012-03-13,2012,"Aman","Portland","watercolor","pad",12.15,1,12.15
"82",2012-03-14,2012,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"594",2012-03-14,2012,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"1640",2012-03-14,2012,"Yue","Dublin","watercolor","pad",12.15,2,24.3
"2541",2012-03-14,2012,"Barakat","Portland","drawing","journal",24.94,1,24.94
"3838",2012-03-14,2012,"Barakat","Portland","watercolor","block",19.34,1,19.34
"4406",2012-03-14,2012,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"6733",2012-03-14,2012,"Aman","Portland","drawing","pads",10.26,1,10.26
"1746",2012-03-15,2012,"Barakat","Portland","watercolor","sheet",0.77,6,4.62
"3903",2012-03-15,2012,"Patrick","Syracuse","watercolor","sheet",0.77,3,2.31
"6429",2012-03-15,2012,"Qiaoli","Portland","drawing","roll",20.99,1,20.99
"7844",2012-03-15,2012,"Aman","Portland","drawing","journal",24.94,1,24.94
"1688",2012-03-16,2012,"Mohit","Davenport","drawing","pads",10.26,2,20.52
"4605",2012-03-16,2012,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"451",2012-03-17,2012,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"728",2012-03-17,2012,"Barakat","Portland","drawing","journal",24.94,1,24.94
"1507",2012-03-17,2012,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"2085",2012-03-17,2012,"Aman","Portland","drawing","pads",10.26,1,10.26
"3681",2012-03-17,2012,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"4622",2012-03-17,2012,"Barakat","Portland","drawing","journal",24.94,1,24.94
"5330",2012-03-17,2012,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"6768",2012-03-17,2012,"Ran","Dublin","watercolor","sheet",0.77,7,5.39
"6781",2012-03-17,2012,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"7801",2012-03-17,2012,"Mohit","Davenport","drawing","pads",10.26,2,20.52
"9023",2012-03-17,2012,"Barakat","Portland","watercolor","block",19.34,1,19.34
"9340",2012-03-17,2012,"Qiaoli","Portland","drawing","journal",24.94,1,24.94
"9356",2012-03-17,2012,"Yunzhu","Syracuse","drawing","pads",10.26,1,10.26
"1153",2012-03-18,2012,"Arinjay","Portland","drawing","roll",20.99,1,20.99
"1826",2012-03-18,2012,"Yue","Dublin","watercolor","pad",12.15,2,24.3
"4555",2012-03-18,2012,"Yue","Dublin","drawing","pads",10.26,3,30.78
"4693",2012-03-18,2012,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"4903",2012-03-18,2012,"Ran","Dublin","watercolor","block",19.34,1,19.34
"7628",2012-03-18,2012,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"7928",2012-03-18,2012,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"8686",2012-03-18,2012,"Yunzhu","Syracuse","watercolor","roll",97.99,1,97.99
"8900",2012-03-18,2012,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"9064",2012-03-18,2012,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"9527",2012-03-18,2012,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"131",2012-03-19,2012,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"750",2012-03-19,2012,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"1849",2012-03-19,2012,"Ran","Dublin","drawing","pads",10.26,2,20.52
"3813",2012-03-19,2012,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"3935",2012-03-19,2012,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"4705",2012-03-19,2012,"Patrick","Syracuse","watercolor","pad",12.15,2,24.3
"6002",2012-03-19,2012,"Barakat","Portland","drawing","journal",24.94,1,24.94
"6186",2012-03-19,2012,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"6570",2012-03-19,2012,"Ran","Dublin","drawing","pads",10.26,1,10.26
"6835",2012-03-19,2012,"Aman","Portland","watercolor","pad",12.15,1,12.15
"7580",2012-03-19,2012,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"8296",2012-03-19,2012,"Yunzhu","Syracuse","watercolor","block",19.34,2,38.68
"9656",2012-03-19,2012,"Ruisi","Dublin","drawing","pads",10.26,2,20.52
"559",2012-03-20,2012,"Aman","Portland","watercolor","pad",12.15,2,24.3
"1867",2012-03-20,2012,"Ruisi","Dublin","drawing","journal",24.94,1,24.94
"2268",2012-03-20,2012,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"2482",2012-03-20,2012,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"2895",2012-03-20,2012,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"5742",2012-03-20,2012,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"5997",2012-03-20,2012,"Mohit","Davenport","drawing","journal",24.94,1,24.94
"8902",2012-03-20,2012,"Yunzhu","Syracuse","drawing","pads",10.26,3,30.78
"284",2012-03-21,2012,"Arijit","Syracuse","watercolor","pad",12.15,2,24.3
"2908",2012-03-21,2012,"Arinjay","Portland","drawing","pads",10.26,1,10.26
"845",2012-03-22,2012,"Yunzhu","Syracuse","watercolor","block",19.34,2,38.68
"2306",2012-03-22,2012,"Thomas","Davenport","drawing","journal",24.94,1,24.94
"6680",2012-03-22,2012,"Aman","Portland","watercolor","block",19.34,1,19.34
"8657",2012-03-22,2012,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"8910",2012-03-22,2012,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"1472",2012-03-23,2012,"Mohit","Davenport","drawing","pads",10.26,2,20.52
"2301",2012-03-23,2012,"Yue","Dublin","watercolor","block",19.34,1,19.34
"7599",2012-03-23,2012,"Barakat","Portland","watercolor","block",19.34,2,38.68
"7779",2012-03-23,2012,"Aman","Portland","watercolor","roll",97.99,1,97.99
"425",2012-03-24,2012,"Qiaoli","Portland","watercolor","sheet",0.77,10,7.7
"979",2012-03-24,2012,"Qiaoli","Portland","watercolor","pad",12.15,3,36.45
"1182",2012-03-24,2012,"Yue","Dublin","drawing","roll",20.99,1,20.99
"1347",2012-03-24,2012,"Arijit","Syracuse","watercolor","pad",12.15,3,36.45
"1569",2012-03-24,2012,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"2614",2012-03-24,2012,"Yue","Dublin","drawing","journal",24.94,1,24.94
"2936",2012-03-24,2012,"Aman","Portland","watercolor","pad",12.15,1,12.15
"3621",2012-03-24,2012,"Patrick","Syracuse","drawing","journal",24.94,1,24.94
"4216",2012-03-24,2012,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"4601",2012-03-24,2012,"Qiaoli","Portland","drawing","pads",10.26,2,20.52
"4614",2012-03-24,2012,"Ran","Dublin","watercolor","pad",12.15,2,24.3
"4624",2012-03-24,2012,"Arinjay","Portland","watercolor","pad",12.15,1,12.15
"4839",2012-03-24,2012,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"8718",2012-03-24,2012,"Yunzhu","Syracuse","drawing","pads",10.26,2,20.52
"9965",2012-03-24,2012,"Aman","Portland","drawing","pads",10.26,1,10.26
"3141",2012-03-25,2012,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"3522",2012-03-25,2012,"Ran","Dublin","watercolor","block",19.34,1,19.34
"4673",2012-03-25,2012,"Yue","Dublin","watercolor","roll",97.99,1,97.99
"7549",2012-03-25,2012,"Ruisi","Dublin","watercolor","roll",97.99,1,97.99
"5938",2012-03-26,2012,"Qiaoli","Portland","watercolor","pad",12.15,2,24.3
"6446",2012-03-26,2012,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"1073",2012-03-27,2012,"Aman","Portland","drawing","roll",20.99,1,20.99
"2805",2012-03-27,2012,"Aman","Portland","drawing","journal",24.94,1,24.94
"7707",2012-03-27,2012,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"7783",2012-03-27,2012,"Patrick","Syracuse","watercolor","sheet",0.77,10,7.7
"1048",2012-03-28,2012,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"3556",2012-03-28,2012,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"5525",2012-03-28,2012,"Yue","Dublin","watercolor","pad",12.15,1,12.15
"6486",2012-03-28,2012,"Ruisi","Dublin","watercolor","sheet",0.77,10,7.7
"8943",2012-03-28,2012,"Ran","Dublin","watercolor","block",19.34,1,19.34
"9425",2012-03-28,2012,"Patrick","Syracuse","watercolor","block",19.34,1,19.34
"9431",2012-03-28,2012,"Aman","Portland","drawing","pads",10.26,2,20.52
"1758",2012-03-29,2012,"Ruisi","Dublin","drawing","pads",10.26,1,10.26
"2310",2012-03-29,2012,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"5226",2012-03-29,2012,"Aman","Portland","drawing","pads",10.26,1,10.26
"7594",2012-03-29,2012,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"7927",2012-03-29,2012,"Barakat","Portland","drawing","pads",10.26,1,10.26
"2068",2012-03-30,2012,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"7450",2012-03-30,2012,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"725",2012-03-31,2012,"Barakat","Portland","watercolor","pad",12.15,1,12.15
"1005",2012-03-31,2012,"Yue","Dublin","watercolor","block",19.34,1,19.34
"1976",2012-03-31,2012,"Ruisi","Dublin","watercolor","pad",12.15,1,12.15
"1990",2012-03-31,2012,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"6794",2012-03-31,2012,"Yunzhu","Syracuse","watercolor","sheet",0.77,12,9.24
"7267",2012-03-31,2012,"Qiaoli","Portland","watercolor","roll",97.99,1,97.99
"9282",2012-03-31,2012,"Arijit","Syracuse","drawing","journal",24.94,1,24.94
"1",2012-04-01,2012,"Arinjay","Portland","watercolor","block",19.34,2,38.68
"1307",2012-04-01,2012,"Mohit","Davenport","watercolor","pad",12.15,1,12.15
"4554",2012-04-01,2012,"Yue","Dublin","drawing","journal",24.94,1,24.94
"4743",2012-04-01,2012,"Ran","Dublin","watercolor","pad",12.15,2,24.3
"4824",2012-04-01,2012,"Barakat","Portland","drawing","journal",24.94,1,24.94
"6324",2012-04-01,2012,"Aman","Portland","drawing","pads",10.26,2,20.52
"8058",2012-04-01,2012,"Ran","Dublin","drawing","pads",10.26,1,10.26
"8445",2012-04-01,2012,"Aman","Portland","watercolor","block",19.34,2,38.68
"8517",2012-04-01,2012,"Arijit","Syracuse","watercolor","pad",12.15,2,24.3
"885",2012-04-02,2012,"Arinjay","Portland","watercolor","sheet",0.77,8,6.16
"5070",2012-04-02,2012,"Ran","Dublin","watercolor","block",19.34,1,19.34
"7268",2012-04-02,2012,"Mohit","Davenport","drawing","pads",10.26,3,30.78
"9079",2012-04-02,2012,"Qiaoli","Portland","drawing","pads",10.26,1,10.26
"4172",2012-04-03,2012,"Arijit","Syracuse","watercolor","pad",12.15,1,12.15
"887",2012-04-04,2012,"Barakat","Portland","drawing","pads",10.26,3,30.78
"1024",2012-04-04,2012,"Aman","Portland","drawing","pads",10.26,1,10.26
"4147",2012-04-04,2012,"Ran","Dublin","watercolor","sheet",0.77,6,4.62
"2743",2012-04-05,2012,"Yunzhu","Syracuse","watercolor","block",19.34,1,19.34
"7219",2012-04-05,2012,"Yue","Dublin","watercolor","sheet",0.77,9,6.93
"323",2012-04-06,2012,"Patrick","Syracuse","watercolor","sheet",0.77,6,4.62
"2317",2012-04-07,2012,"Thomas","Davenport","watercolor","block",19.34,1,19.34
"2848",2012-04-07,2012,"Mohit","Davenport","drawing","pads",10.26,1,10.26
"4546",2012-04-07,2012,"Arijit","Syracuse","watercolor","pad",12.15,2,24.3
"4954",2012-04-07,2012,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"5120",2012-04-07,2012,"Ran","Dublin","watercolor","pad",12.15,1,12.15
"5385",2012-04-07,2012,"Yunzhu","Syracuse","drawing","roll",20.99,1,20.99
"6778",2012-04-07,2012,"Thomas","Davenport","watercolor","sheet",0.77,8,6.16
"7957",2012-04-07,2012,"Patrick","Syracuse","watercolor","sheet",0.77,4,3.08
"8586",2012-04-07,2012,"Arijit","Syracuse","watercolor","pad",12.15,2,24.3
"9006",2012-04-07,2012,"Ruisi","Dublin","drawing","pads",10.26,4,41.04
"1851",2012-04-08,2012,"Aman","Portland","watercolor","block",19.34,1,19.34
"2221",2012-04-08,2012,"Yue","Dublin","drawing","journal",24.94,1,24.94
"4361",2012-04-08,2012,"Ran","Dublin","watercolor","pad",12.15,2,24.3
"4420",2012-04-08,2012,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"6788",2012-04-08,2012,"Patrick","Syracuse","watercolor","pad",12.15,1,12.15
"7127",2012-04-08,2012,"Barakat","Portland","watercolor","sheet",0.77,12,9.24
"7133",2012-04-08,2012,"Ran","Dublin","watercolor","sheet",0.77,6,4.62
"8488",2012-04-08,2012,"Ran","Dublin","drawing","pads",10.26,1,10.26
"8817",2012-04-08,2012,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"9761",2012-04-08,2012,"Patrick","Syracuse","drawing","pads",10.26,1,10.26
"1159",2012-04-09,2012,"Qiaoli","Portland","watercolor","block",19.34,1,19.34
"3181",2012-04-09,2012,"Yunzhu","Syracuse","drawing","roll",20.99,1,20.99
"5730",2012-04-09,2012,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"6251",2012-04-09,2012,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"7712",2012-04-09,2012,"Thomas","Davenport","drawing","roll",20.99,1,20.99
"8061",2012-04-09,2012,"Thomas","Davenport","drawing","pads",10.26,1,10.26
"474",2012-04-10,2012,"Arijit","Syracuse","watercolor","block",19.34,1,19.34
"4448",2012-04-10,2012,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"5255",2012-04-10,2012,"Arinjay","Portland","drawing","sheet",0.36,11,3.96
"5579",2012-04-10,2012,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"1194",2012-04-11,2012,"Yunzhu","Syracuse","watercolor","pad",12.15,1,12.15
"1493",2012-04-11,2012,"Barakat","Portland","drawing","pads",10.26,1,10.26
"3088",2012-04-11,2012,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"4432",2012-04-11,2012,"Barakat","Portland","watercolor","block",19.34,1,19.34
"5665",2012-04-11,2012,"Yue","Dublin","drawing","pads",10.26,1,10.26
"6510",2012-04-11,2012,"Barakat","Portland","watercolor","block",19.34,2,38.68
"7612",2012-04-11,2012,"Aman","Portland","watercolor","pad",12.15,1,12.15
"9086",2012-04-11,2012,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"1271",2012-04-12,2012,"Arijit","Syracuse","watercolor","pad",12.15,2,24.3
"3750",2012-04-12,2012,"Yunzhu","Syracuse","watercolor","pad",12.15,2,24.3
"7145",2012-04-12,2012,"Patrick","Syracuse","watercolor","sheet",0.77,8,6.16
"7693",2012-04-12,2012,"Mohit","Davenport","watercolor","block",19.34,1,19.34
"5360",2012-04-13,2012,"Arinjay","Portland","drawing","pads",10.26,3,30.78
"7378",2012-04-13,2012,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"7437",2012-04-13,2012,"Ruisi","Dublin","watercolor","pad",12.15,2,24.3
"8038",2012-04-13,2012,"Ruisi","Dublin","watercolor","sheet",0.77,7,5.39
"637",2012-04-14,2012,"Qiaoli","Portland","watercolor","sheet",0.77,8,6.16
"1478",2012-04-14,2012,"Ruisi","Dublin","watercolor","sheet",0.77,6,4.62
"1532",2012-04-14,2012,"Qiaoli","Portland","watercolor","pad",12.15,1,12.15
"2580",2012-04-14,2012,"Yunzhu","Syracuse","drawing","journal",24.94,1,24.94
"3586",2012-04-14,2012,"Barakat","Portland","watercolor","pad",12.15,1,12.15
